customer_id,customer_name,city,region
C446,Anaya Bhasin,Ranchi,East
C1260,Eshani Chana,Amritsar,North
C564,Aradhya Ganguly,Lucknow,North
C2311,Lagan Ram,Pune,West
C4716,Yuvaan Gokhale,Guwahati,East
C1699,Indrans Venkatesh,Patna,East
C2724,Nakul Bahri,Coimbatore,South
C991,Dharmajan Comar,Patna,East
C3409,Reyansh Shenoy,Thiruvananthapuram,South
C4686,Yasmin Johal,Ahmedabad,West
C2128,Keya Kalla,Lucknow,North
C1066,Divij Chada,Patna,East
C2024,Kanav Gaba,Lucknow,North
C3450,Riaan Korpal,Jaipur,North
C3572,Ryan Ben,Chennai,South
C4181,Tara Walia,Kolkata,East
C3542,Rohan Sachar,Bhubaneswar,East
C1038,Dhruv Sule,Mumbai,West
C3093,Piya Ranganathan,Lucknow,North
C3597,Saanvi Chaudhari,Chennai,South
C2169,Kiaan Desai,Jaipur,North
C2286,Krish Subramanian,Guwahati,East
C2020,Kanav Anne,Thiruvananthapuram,South
C1675,Indranil Ramachandran,Guwahati,East
C202,Advik Behl,Chennai,South
C4348,Umang Shanker,Lucknow,North
C918,Devansh Ram,Hyderabad,South
C920,Devansh Rao,Delhi,North
C3754,Samarth Toor,Amritsar,North
C3639,Saira Bumb,Kolkata,East
C956,Dhanush Bora,Guwahati,East
C2564,Mannat Wagle,Guwahati,East
C925,Devansh Swaminathan,Kolkata,East
C1129,Diya Gaba,Guwahati,East
C1698,Indrans Sharma,Ahmedabad,West
C3676,Saksham Rau,Ahmedabad,West
C2577,Mehul Kuruvilla,Ahmedabad,West
C463,Anika Bhattacharyya,Lucknow,North
C2112,Kavya Rau,Ranchi,East
C3984,Shlok Deep,Goa,West
C3845,Seher Maharaj,Goa,West
C2037,Kanav Tak,Chennai,South
C657,Ayesha Sampath,Ranchi,East
C4442,Vanya Sachdeva,Lucknow,North
C2634,Misha Dar,Pune,West
C4600,Vivaan Suresh,Chandigarh,North
C655,Ayesha Ray,Bhubaneswar,East
C4620,Vritika Sachar,Amritsar,North
C1603,Hunar Toor,Kolkata,East
C1035,Dhruv Shroff,Thiruvananthapuram,South
C2279,Krish Maharaj,Kolkata,East
C3616,Sahil Bakshi,Chennai,South
C2010,Kaira Rana,Coimbatore,South
C4274,Tiya Raja,Ranchi,East
C3036,Parinaaz Gola,Thiruvananthapuram,South
C1121,Diya Borah,Jaipur,North
C1985,Kabir Malhotra,Goa,West
C272,Akarsh Sule,Coimbatore,South
C3790,Sana Gole,Kolkata,East
C3834,Seher Chana,Lucknow,North
C2854,Nirvaan Dhillon,Chandigarh,North
C2,Aaina Bhargava,Kolkata,East
C1957,Jiya Dhar,Thiruvananthapuram,South
C562,Aradhya Buch,Delhi,North
C3551,Romil Basak,Mumbai,West
C1107,Divyansh Desai,Jaipur,North
C1330,Farhan Golla,Guwahati,East
C392,Anahi Vig,Chandigarh,North
C4690,Yasmin Kaur,Lucknow,North
C575,Arhaan Bansal,Lucknow,North
C248,Ahana  Gupta,Coimbatore,South
C753,Bhamini Sharaf,Guwahati,East
C3856,Shaan Bhasin,Ranchi,East
C2969,Onkar Desai,Patna,East
C3460,Riaan Rajan,Ahmedabad,West
C2295,Lagan Chanda,Jaipur,North
C87,Aarush Salvi,Lucknow,North
C1842,Jayant Gill,Ranchi,East
C4249,Tejas Hayre,Bhubaneswar,East
C1101,Divyansh Bajwa,Goa,West
C3223,Raghav Kaur,Chandigarh,North
C4106,Sumer Lal,Goa,West
C992,Dharmajan Dhaliwal,Patna,East
C2007,Kaira Mall,Lucknow,North
C491,Aniruddh Lal,Guwahati,East
C713,Baiju Bains,Patna,East
C2810,Neelofar Tella,Patna,East
C1439,Hansh Warrior,Thiruvananthapuram,South
C1966,Jiya Srinivasan,Bangalore,South
C1128,Diya Edwin,Ranchi,East
C3320,Rati Aggarwal,Bangalore,South
C4515,Veer Barad,Coimbatore,South
C4823,Zeeshan Kaur,Thiruvananthapuram,South
C3176,Priyansh Mahajan,Chennai,South
C3786,Sana Chacko,Surat,West
C274,Akarsh Virk,Hyderabad,South
C2356,Lakshit Kar,Delhi,North
C3519,Riya Kalita,Chennai,South
C2554,Mannat Raju,Jaipur,North
C1609,Inaaya  Bajaj,Thiruvananthapuram,South
C2524,Manjari Chokshi,Ahmedabad,West
C2287,Krish Suri,Guwahati,East
C2982,Onkar Tripathi,Surat,West
C2204,Kiara Doctor,Coimbatore,South
C2442,Madhup Sahni,Amritsar,North
C4235,Tarini Thaman,Chandigarh,North
C1288,Eva Jhaveri,Amritsar,North
C4436,Vanya Dhar,Chandigarh,North
C4733,Yuvraj  Chandra,Coimbatore,South
C94,Aaryahi Babu,Chandigarh,North
C3534,Rohan Dugal,Thiruvananthapuram,South
C3828,Seher Balasubramanian,Amritsar,North
C2896,Nishith Saha,Chennai,South
C2573,Mehul D’Alia,Goa,West
C1164,Drishya Rao,Mumbai,West
C3398,Reyansh Dubey,Amritsar,North
C1174,Ehsaan Chakraborty,Ranchi,East
C4259,Tejas Sidhu,Bhubaneswar,East
C56,Aarna Halder,Mumbai,West
C3903,Shamik Grewal,Bhubaneswar,East
C476,Anika Sodhi,Chennai,South
C4519,Veer Bhardwaj,Coimbatore,South
C1290,Eva Lalla,Amritsar,North
C434,Anay Rau,Bhubaneswar,East
C2315,Lagan Sood,Ahmedabad,West
C1950,Jiya Bahri,Patna,East
C2170,Kiaan Din,Kolkata,East
C3319,Rasha Yadav,Chandigarh,North
C2197,Kiara Bhatia,Lucknow,North
C4833,Zoya Behl,Coimbatore,South
C452,Anaya Goyal,Kolkata,East
C2799,Neelofar Gill,Surat,West
C2998,Oorja Raval,Surat,West
C2003,Kaira Gaba,Amritsar,North
C2834,Neysa Divan,Goa,West
C2023,Kanav Dave,Goa,West
C1013,Dhruv Arya,Hyderabad,South
C4318,Tushar Gara,Lucknow,North
C1293,Eva Sarma,Lucknow,North
C4546,Vidur Hari,Mumbai,West
C66,Aarna Tailor,Amritsar,North
C167,Adah Kibe,Surat,West
C3128,Prerak Dixit,Ranchi,East
C3611,Saanvi Soman,Chandigarh,North
C4380,Uthkarsh Bora,Goa,West
C2348,Lakshay Som,Pune,West
C1880,Jhanvi Balay,Bangalore,South
C3585,Ryan Raj,Goa,West
C2836,Neysa Kala,Bangalore,South
C3964,Shayak Ramesh,Bhubaneswar,East
C2996,Oorja Kota,Ranchi,East
C4433,Vanya Bora,Ahmedabad,West
C3746,Samarth Sagar,Chandigarh,North
C184,Adira Contractor,Chandigarh,North
C737,Bhamini Bumb,Thiruvananthapuram,South
C2829,Nehmat Viswanathan,Ahmedabad,West
C4153,Tanya Ramanathan,Bangalore,South
C4165,Tara Chaudhary,Hyderabad,South
C2265,Kismat Sagar,Guwahati,East
C4780,Zaina Dass,Ranchi,East
C4663,Yashvi Gade,Lucknow,North
C4408,Vaibhav Chand,Mumbai,West
C3010,Pari Gera,Surat,West
C2787,Nayantara Sharaf,Patna,East
C1685,Indrans Choudhary,Coimbatore,South
C965,Dhanush Jayaraman,Jaipur,North
C4227,Tarini Ravi,Ranchi,East
C3918,Shanaya Chacko,Kolkata,East
C3153,Prisha Guha,Goa,West
C2165,Kiaan Batra,Bhubaneswar,East
C4174,Tara Ratti,Coimbatore,South
C407,Anahita Rama,Mumbai,West
C4636,Yakshit Contractor,Bhubaneswar,East
C1170,Ehsaan Bhatnagar,Lucknow,North
C3120,Prerak Amble,Mumbai,West
C3339,Rati Raja,Patna,East
C2978,Onkar Sahota,Thiruvananthapuram,South
C2661,Mishti Mahajan,Coimbatore,South
C4794,Zara Chander,Delhi,North
C4496,Vedika Kaur,Delhi,North
C4221,Tarini Dass,Kolkata,East
C879,Darshit Bhardwaj,Chennai,South
C4805,Zara Shenoy,Mumbai,West
C3892,Shalv Trivedi,Chennai,South
C2451,Mahika Basu,Goa,West
C3305,Rasha Halder,Guwahati,East
C2101,Kavya Goyal,Ahmedabad,West
C2603,Miraan Sibal,Coimbatore,South
C1672,Indranil Mahal,Bangalore,South
C1638,Indrajit Butala,Jaipur,North
C168,Adah Konda,Ahmedabad,West
C3014,Pari Kurian,Surat,West
C3613,Saanvi Vora,Kolkata,East
C1041,Dishani Baral,Jaipur,North
C2570,Mehul Chakrabarti,Lucknow,North
C175,Adah Tandon,Patna,East
C4641,Yakshit Din,Thiruvananthapuram,South
C4420,Vaibhav Rana,Patna,East
C1493,Himmat Ahluwalia,Bhubaneswar,East
C556,Aradhya Bansal,Chandigarh,North
C1060,Dishani Wali,Pune,West
C3486,Ritvik Ramakrishnan,Goa,West
C3383,Renee Sanghvi,Bhubaneswar,East
C4541,Vidur Dora,Bangalore,South
C3826,Sara Warrior,Pune,West
C1769,Ivan Acharya,Lucknow,North
C690,Badal Chana,Lucknow,North
C1549,Hrishita Atwal,Surat,West
C499,Aniruddh Sarin,Amritsar,North
C587,Arhaan Khatri,Thiruvananthapuram,South
C2297,Lagan Cherian,Jaipur,North
C527,Anvi Sangha,Amritsar,North
C4324,Tushar Koshy,Ahmedabad,West
C858,Damini Gupta,Bangalore,South
C385,Anahi Sarin,Delhi,North
C1839,Jayant Chada,Ranchi,East
C4404,Vaibhav Bhalla,Chandigarh,North
C546,Anya Lata,Pune,West
C31,Aarav Barad,Bhubaneswar,East
C2746,Navya Chanda,Chandigarh,North
C3582,Ryan Kurian,Guwahati,East
C1847,Jayant Khurana,Ahmedabad,West
C1620,Inaaya  Kannan,Bangalore,South
C2538,Manjari Rao,Chennai,South
C3841,Seher Gole,Goa,West
C1362,Fateh Madan,Surat,West
C2175,Kiaan Goyal,Goa,West
C2541,Manjari Sane,Bangalore,South
C640,Arnav Ravi,Chandigarh,North
C2429,Madhup Dhar,Coimbatore,South
C2062,Kartik Sant,Bhubaneswar,East
C2681,Mohanlal Deshmukh,Thiruvananthapuram,South
C3636,Saira Balay,Thiruvananthapuram,South
C1062,Divij Bawa,Thiruvananthapuram,South
C2639,Misha Raman,Surat,West
C589,Arhaan Raja,Ahmedabad,West
C576,Arhaan Basu,Ahmedabad,West
C952,Dhanuk Talwar,Ahmedabad,West
C1940,Jivin Sarkar,Thiruvananthapuram,South
C3515,Riya Ghose,Lucknow,North
C3405,Reyansh Sahni,Jaipur,North
C2328,Lakshay Bobal,Ahmedabad,West
C620,Armaan Shukla,Patna,East
C2954,Ojas D’Alia,Chennai,South
C3508,Riya Dada,Bhubaneswar,East
C1888,Jhanvi Raval,Amritsar,North
C1684,Indrans Bakshi,Kolkata,East
C4158,Tanya Shenoy,Goa,West
C644,Arnav Sidhu,Ahmedabad,West
C2153,Khushi Rana,Patna,East
C3224,Raghav Khurana,Guwahati,East
C4180,Tara Sharaf,Hyderabad,South
C1514,Hiran Buch,Delhi,North
C4424,Vaibhav Sarraf,Surat,West
C1271,Eshani Sahota,Thiruvananthapuram,South
C4061,Stuvan Dayal,Jaipur,North
C865,Damini Majumdar,Goa,West
C4623,Vritika Subramaniam,Lucknow,North
C2022,Kanav Chaudhari,Lucknow,North
C4198,Taran Karan,Mumbai,West
C4194,Taran Goyal,Kolkata,East
C2330,Lakshay Dasgupta,Pune,West
C4702,Yasmin Shroff,Chennai,South
C4211,Taran Singh,Delhi,North
C1607,Hunar Wason,Patna,East
C3604,Saanvi Raj,Patna,East
C1876,Jayesh Thakkar,Mumbai,West
C1558,Hrishita Chana,Amritsar,North
C552,Anya Sarraf,Jaipur,North
C2399,Lavanya Yogi,Lucknow,North
C1660,Indranil Char,Coimbatore,South
C1398,Gokul Chacko,Hyderabad,South
C3751,Samarth Subramaniam,Bhubaneswar,East
C1506,Himmat Srinivasan,Chennai,South
C3328,Rati Dayal,Guwahati,East
C3247,Ranbir Cheema,Bangalore,South
C932,Dhanuk Chawla,Mumbai,West
C1915,Jivika Vohra,Pune,West
C2173,Kiaan Golla,Jaipur,North
C3956,Shayak Kannan,Bangalore,South
C3931,Shanaya Raja,Amritsar,North
C4471,Vardaniya Vala,Surat,West
C2920,Nitara Saraf,Hyderabad,South
C1262,Eshani Dora,Mumbai,West
C2373,Lavanya Ahuja,Pune,West
C1972,Kabir Bajwa,Ahmedabad,West
C388,Anahi Upadhyay,Lucknow,North
C299,Alisha Balakrishnan,Bangalore,South
C4305,Trisha Tiwari,Guwahati,East
C17,Aaina Ramaswamy,Jaipur,North
C3256,Ranbir Khanna,Thiruvananthapuram,South
C2672,Mishti Venkatesh,Patna,East
C1190,Ehsaan Shanker,Chennai,South
C947,Dhanuk Ratti,Bhubaneswar,East
C3658,Saira Sastry,Bhubaneswar,East
C3475,Ritvik Dua,Mumbai,West
C4030,Shray Sundaram,Bangalore,South
C1622,Inaaya  Mand,Amritsar,North
C3988,Shlok Gade,Pune,West
C1650,Indrajit Reddy,Coimbatore,South
C4327,Tushar Sankaran,Ahmedabad,West
C1896,Jhanvi Subramaniam,Chennai,South
C3329,Rati Dhar,Ahmedabad,West
C4189,Taran Chahal,Pune,West
C4612,Vritika Dube,Goa,West
C2108,Kavya Mahal,Chandigarh,North
C4411,Vaibhav Dhar,Bhubaneswar,East
C1822,Jayan Hari,Pune,West
C2129,Keya Kunda,Chandigarh,North
C4466,Vardaniya Ramachandran,Chennai,South
C3584,Ryan Mand,Ahmedabad,West
C923,Devansh Sethi,Chennai,South
C4254,Tejas Ramachandran,Hyderabad,South
C3114,Pranay Mahal,Ahmedabad,West
C1701,Ira Andra,Mumbai,West
C1494,Himmat Bahri,Thiruvananthapuram,South
C4575,Vihaan Kannan,Chennai,South
C4582,Vihaan Varty,Guwahati,East
C661,Ayesha Srinivas,Lucknow,North
C1421,Hansh Chaudhuri,Bhubaneswar,East
C70,Aarush Bahl,Bhubaneswar,East
C3324,Rati Bhatti,Guwahati,East
C3920,Shanaya Chaudry,Surat,West
C440,Anay Upadhyay,Bhubaneswar,East
C891,Darshit Keer,Mumbai,West
C4340,Umang Iyengar,Amritsar,North
C4771,Zain Wadhwa,Chennai,South
C3655,Saira Ratti,Chandigarh,North
C4807,Zara Sinha,Coimbatore,South
C381,Anahi Rao,Bangalore,South
C2615,Miraya Jha,Coimbatore,South
C1335,Farhan Kata,Lucknow,North
C2583,Mehul Suri,Jaipur,North
C4223,Tarini Ganesan,Chandigarh,North
C2933,Nitya Dayal,Surat,West
C1627,Inaaya  Sinha,Goa,West
C1285,Eva Deshpande,Thiruvananthapuram,South
C3924,Shanaya Gill,Ahmedabad,West
C2125,Keya Goswami,Bhubaneswar,East
C3215,Raghav Gala,Guwahati,East
C825,Chirag Banik,Goa,West
C2850,Nirvaan Bhargava,Bangalore,South
C647,Ayesha Dani,Coimbatore,South
C200,Adira Tank,Amritsar,North
C3559,Romil Mall,Guwahati,East
C4611,Vritika Divan,Amritsar,North
C4074,Stuvan Saxena,Mumbai,West
C48,Aarna Anand,Chandigarh,North
C1230,Elakshi Mall,Kolkata,East
C4132,Taimur Kapoor,Goa,West
C4250,Tejas Jayaraman,Jaipur,North
C1336,Farhan Kumar,Surat,West
C4406,Vaibhav Borra,Patna,East
C2688,Mohanlal Kar,Thiruvananthapuram,South
C4812,Zeeshan Bajaj,Chennai,South
C3557,Romil Ghose,Guwahati,East
C3152,Prisha Gopal,Chennai,South
C1855,Jayant Sem,Bhubaneswar,East
C3711,Samar Bhalla,Surat,West
C3950,Shayak Chaudhary,Amritsar,North
C2239,Kimaya Kakar,Ahmedabad,West
C1015,Dhruv Bahl,Lucknow,North
C4728,Yuvaan Vig,Surat,West
C2368,Lakshit Sridhar,Guwahati,East
C2147,Khushi Dugal,Kolkata,East
C3629,Sahil Kale,Bhubaneswar,East
C2237,Kimaya Issac,Guwahati,East
C826,Chirag Bera,Chennai,South
C926,Devansh Walia,Chandigarh,North
C3506,Riya Bhandari,Chennai,South
C2793,Neelofar Banerjee,Pune,West
C111,Aaryahi Mahajan,Ahmedabad,West
C2491,Mamooty Shankar,Ahmedabad,West
C1328,Farhan De,Ahmedabad,West
C375,Anahi Date,Chennai,South
C3028,Parinaaz Datta,Ahmedabad,West
C3282,Rania Mand,Coimbatore,South
C3287,Rania Sanghvi,Pune,West
C4769,Zain Sha,Surat,West
C1601,Hunar Seth,Patna,East
C2693,Mohanlal Sha,Guwahati,East
C1327,Farhan Dave,Amritsar,North
C2710,Myra Dua,Thiruvananthapuram,South
C4085,Suhana Mani,Jaipur,North
C3923,Shanaya Devan,Mumbai,West
C2966,Onkar Bora,Surat,West
C3086,Piya Koshy,Bangalore,South
C2253,Kismat Chowdhury,Goa,West
C270,Akarsh Sastry,Ahmedabad,West
C3341,Rati Ramaswamy,Chandigarh,North
C3141,Prerak Shan,Thiruvananthapuram,South
C2082,Kashvi Raja,Kolkata,East
C2973,Onkar Johal,Ranchi,East
C3590,Ryan Srivastava,Mumbai,West
C4633,Yakshit Brahmbhatt,Chennai,South
C722,Baiju Jaggi,Coimbatore,South
C4777,Zaina Chakrabarti,Mumbai,West
C1798,Ivana Sandal,Surat,West
C1975,Kabir Dani,Bangalore,South
C301,Alisha Bhagat,Hyderabad,South
C1916,Jivika Wali,Mumbai,West
C557,Aradhya Bassi,Delhi,North
C1936,Jivin Lal,Lucknow,North
C812,Charvi Dora,Amritsar,North
C4229,Tarini Sant,Patna,East
C1238,Emir Batta,Jaipur,North
C3127,Prerak Dani,Guwahati,East
C1143,Drishya Amble,Coimbatore,South
C762,Bhavin Chowdhury,Guwahati,East
C165,Adah Jhaveri,Guwahati,East
C3359,Raunak Keer,Amritsar,North
C976,Dhanush Samra,Mumbai,West
C1997,Kaira Bera,Hyderabad,South
C2214,Kiara Lad,Goa,West
C396,Anahita Chada,Delhi,North
C1670,Indranil Khurana,Amritsar,North
C2767,Navya Thakur,Coimbatore,South
C2266,Kismat Tara,Jaipur,North
C4441,Vanya Mallick,Mumbai,West
C2014,Kaira Solanki,Thiruvananthapuram,South
C1898,Jivika Andra,Coimbatore,South
C1236,Elakshi Singhal,Coimbatore,South
C1922,Jivin Bora,Lucknow,North
C745,Bhamini Karan,Kolkata,East
C3044,Parinaaz Som,Surat,West
C3919,Shanaya Chatterjee,Thiruvananthapuram,South
C2843,Neysa Sheth,Coimbatore,South
C4604,Vivaan Verma,Bhubaneswar,East
C2821,Nehmat Hegde,Chandigarh,North
C1292,Eva Sahota,Amritsar,North
C4586,Vivaan Bhardwaj,Goa,West
C611,Armaan Kaur,Thiruvananthapuram,South
C153,Abram Shanker,Chennai,South
C4444,Vanya Sangha,Pune,West
C2596,Miraan Iyer,Thiruvananthapuram,South
C2278,Krish Kaul,Mumbai,West
C2566,Mannat Yohannan,Surat,West
C878,Darshit Barman,Lucknow,North
C3733,Samarth Chacko,Ranchi,East
C150,Abram Ram,Kolkata,East
C724,Baiju Kalla,Ranchi,East
C2548,Mannat Devan,Guwahati,East
C424,Anay Gokhale,Guwahati,East
C1541,Hridaan Malhotra,Jaipur,North
C2481,Mamooty Ghose,Goa,West
C712,Baiju Amble,Coimbatore,South
C3163,Priyansh Amble,Thiruvananthapuram,South
C498,Aniruddh Sant,Lucknow,North
C3075,Piya Bhandari,Jaipur,North
C653,Ayesha Jain,Bhubaneswar,East
C1374,Gatik Boase,Delhi,North
C797,Biju Madan,Mumbai,West
C311,Alisha Khare,Ahmedabad,West
C4654,Yakshit Venkataraman,Delhi,North
C2400,Madhav Banik,Ranchi,East
C1827,Jayan Mani,Jaipur,North
C430,Anay Mander,Delhi,North
C1702,Ira Babu,Coimbatore,South
C1231,Elakshi Mangat,Goa,West
C2383,Lavanya Gour,Bhubaneswar,East
C250,Ahana  Rastogi,Chennai,South
C1904,Jivika Guha,Goa,West
C3180,Priyansh Sane,Ahmedabad,West
C4080,Suhana Doshi,Mumbai,West
C1639,Indrajit Chawla,Guwahati,East
C453,Anaya Hegde,Mumbai,West
C2458,Mahika Kaul,Chandigarh,North
C1730,Ishaan Gopal,Amritsar,North
C474,Anika Saxena,Pune,West
C2621,Miraya Sengupta,Bangalore,South
C3877,Shalv Aurora,Bangalore,South
C3154,Prisha Hayre,Amritsar,North
C1396,Gokul Bhatnagar,Ranchi,East
C1543,Hridaan Rege,Guwahati,East
C3227,Raghav Majumdar,Delhi,North
C3386,Renee Wali,Lucknow,North
C2525,Manjari Choudhry,Coimbatore,South
C244,Ahana  Chaudhry,Lucknow,North
C4425,Vaibhav Sehgal,Coimbatore,South
C4684,Yasmin Doctor,Ahmedabad,West
C4753,Yuvraj  Virk,Patna,East
C26,Aarav Bahri,Jaipur,North
C3136,Prerak Sahni,Delhi,North
C1762,Ishita Sengupta,Patna,East
C3623,Sahil Chauhan,Kolkata,East
C4323,Tushar Kakar,Coimbatore,South
C3745,Samarth Reddy,Guwahati,East
C1689,Indrans Kata,Kolkata,East
C1365,Fateh Rama,Amritsar,North
C4185,Taran Balay,Mumbai,West
C2074,Kashvi Chaudry,Amritsar,North
C3509,Riya Dalal,Guwahati,East
C3437,Riaan Batra,Ranchi,East
C3526,Riya Sidhu,Guwahati,East
C2531,Manjari Kaur,Surat,West
C3048,Pihu Bahl,Lucknow,North
C363,Amira Varghese,Amritsar,North
C3451,Riaan Krishna,Thiruvananthapuram,South
C4453,Vardaniya Bhagat,Pune,West
C4138,Taimur Sachdeva,Surat,West
C89,Aarush Thakkar,Jaipur,North
C1367,Fateh Sama,Goa,West
C3300,Rasha Chaudhari,Mumbai,West
C3864,Shaan Edwin,Chennai,South
C1952,Jiya Bansal,Goa,West
C3883,Shalv Gupta,Chandigarh,North
C484,Aniruddh Bhat,Mumbai,West
C4667,Yashvi Ravi,Thiruvananthapuram,South
C1010,Dharmajan Swaminathan,Bhubaneswar,East
C733,Baiju Sunder,Guwahati,East
C1079,Divij Mallick,Lucknow,North
C83,Aarush Mall,Delhi,North
C2811,Neelofar Walia,Pune,West
C3569,Ryan Banik,Jaipur,North
C3348,Rati Tailor,Coimbatore,South
C338,Amani Sabharwal,Amritsar,North
C2515,Manikya Tella,Lucknow,North
C4224,Tarini Kuruvilla,Bangalore,South
C4831,Zoya Aurora,Lucknow,North
C4164,Tara Chanda,Ranchi,East
C3578,Ryan De,Ranchi,East
C2691,Mohanlal Roy,Delhi,North
C4245,Tejas Dara,Jaipur,North
C1080,Divij Raj,Bhubaneswar,East
C1193,Ehsaan Talwar,Chandigarh,North
C3822,Sara Sanghvi,Goa,West
C3795,Sana Raju,Kolkata,East
C2264,Kismat Rau,Mumbai,West
C397,Anahita Dasgupta,Ahmedabad,West
C3385,Renee Talwar,Mumbai,West
C1992,Kabir Srinivasan,Chandigarh,North
C1708,Ira Dash,Bangalore,South
C2591,Miraan Chokshi,Jaipur,North
C5,Aaina Chandran,Bhubaneswar,East
C2220,Kiara Sarkar,Delhi,North
C1029,Dhruv Lad,Pune,West
C839,Chirag Karan,Pune,West
C4078,Suhana Bala,Amritsar,North
C3459,Riaan Rajagopal,Bhubaneswar,East
C572,Aradhya Sane,Delhi,North
C689,Badal Banik,Patna,East
C324,Alisha Tata,Goa,West
C1397,Gokul Bora,Amritsar,North
C1059,Dishani Tiwari,Thiruvananthapuram,South
C3392,Reyansh Bassi,Coimbatore,South
C803,Biju Sur,Coimbatore,South
C3375,Renee Gole,Mumbai,West
C3929,Shanaya Kant,Mumbai,West
C4006,Shlok Thakkar,Jaipur,North
C1960,Jiya Mammen,Delhi,North
C903,Darshit Wali,Goa,West
C2049,Kartik Dayal,Jaipur,North
C3538,Rohan Karnik,Ranchi,East
C3165,Priyansh Barman,Chennai,South
C3533,Rohan Dayal,Ahmedabad,West
C1948,Jiya Agarwal,Bangalore,South
C1090,Divit Date,Chennai,South
C2427,Madhup Dasgupta,Kolkata,East
C2877,Nirvi Sharma,Amritsar,North
C2274,Krish Ghosh,Guwahati,East
C3130,Prerak Jha,Lucknow,North
C1283,Eva Brar,Bhubaneswar,East
C2789,Nayantara Sura,Ahmedabad,West
C3973,Shayak Verma,Coimbatore,South
C660,Ayesha Sibal,Pune,West
C4009,Shray Amble,Guwahati,East
C1656,Indranil Banik,Mumbai,West
C1987,Kabir Ratta,Thiruvananthapuram,South
C2932,Nitya Chowdhury,Kolkata,East
C1991,Kabir Sastry,Thiruvananthapuram,South
C4595,Vivaan Kumer,Bhubaneswar,East
C4509,Vedika Tank,Lucknow,North
C621,Armaan Sibal,Coimbatore,South
C348,Amira Chandran,Bangalore,South
C149,Abram Mani,Chandigarh,North
C3301,Rasha Dar,Jaipur,North
C2276,Krish Gulati,Goa,West
C98,Aaryahi Bhatia,Mumbai,West
C1800,Ivana Saraf,Ahmedabad,West
C1115,Divyansh Sarraf,Jaipur,North
C2502,Manikya Halder,Pune,West
C3479,Ritvik Kapadia,Guwahati,East
C539,Anya Dua,Coimbatore,South
C815,Charvi Gokhale,Surat,West
C2736,Nakul Sura,Patna,East
C2781,Nayantara Majumdar,Patna,East
C1883,Jhanvi Chaudhuri,Chandigarh,North
C3687,Samaira Gara,Bangalore,South
C3603,Saanvi Konda,Chandigarh,North
C1969,Jiya Tella,Kolkata,East
C3101,Piya Sura,Chandigarh,North
C354,Amira Gupta,Ranchi,East
C3050,Pihu Chana,Jaipur,North
C3644,Saira Dara,Mumbai,West
C1095,Divit Kumar,Ranchi,East
C2078,Kashvi Kapoor,Mumbai,West
C3863,Shaan Dube,Chandigarh,North
C1841,Jayant Dugar,Lucknow,North
C4580,Vihaan Salvi,Chandigarh,North
C3581,Ryan Goswami,Patna,East
C1153,Drishya Doshi,Bhubaneswar,East
C2950,Ojas Chakraborty,Chandigarh,North
C1324,Farhan Bajaj,Pune,West
C3162,Prisha Yohannan,Hyderabad,South
C571,Aradhya Rout,Bangalore,South
C2445,Madhup Sem,Ranchi,East
C1624,Inaaya  Mannan,Lucknow,North
C1680,Indranil Suresh,Hyderabad,South
C2424,Madhup Banerjee,Surat,West
C3265,Ranbir Shenoy,Kolkata,East
C1185,Ehsaan Mahal,Pune,West
C4128,Taimur Dewan,Goa,West
C4697,Yasmin Sankar,Chennai,South
C3350,Rati Thaker,Hyderabad,South
C4076,Stuvan Tiwari,Lucknow,North
C3239,Raghav Yogi,Goa,West
C154,Abram Sura,Ahmedabad,West
C1724,Ishaan Bhatnagar,Thiruvananthapuram,South
C4545,Vidur Hans,Surat,West
C1074,Divij Kamdar,Guwahati,East
C1053,Dishani Sane,Bhubaneswar,East
C2930,Nitya Chatterjee,Coimbatore,South
C4786,Zaina Sastry,Amritsar,North
C1893,Jhanvi Sidhu,Pune,West
C4028,Shray Seth,Chandigarh,North
C1213,Ela Wadhwa,Thiruvananthapuram,South
C2860,Nirvaan Ramanathan,Thiruvananthapuram,South
C2202,Kiara Dani,Surat,West
C3456,Riaan Malhotra,Amritsar,North
C1058,Dishani Thaman,Bhubaneswar,East
C983,Dhanush Thaker,Bangalore,South
C2113,Kavya Sangha,Chandigarh,North
C579,Arhaan Dalal,Bangalore,South
C2921,Nitara Singhal,Ahmedabad,West
C4435,Vanya Choudhury,Delhi,North
C555,Aradhya Atwal,Pune,West
C2055,Kartik Goyal,Guwahati,East
C1254,Emir Tak,Surat,West
C3364,Raunak Sankar,Bangalore,South
C335,Amani Madan,Chandigarh,North
C3354,Raunak Badami,Chandigarh,North
C3094,Piya Rout,Kolkata,East
C530,Anvi Sehgal,Delhi,North
C720,Baiju Goel,Ahmedabad,West
C1503,Himmat Ratta,Chennai,South
C3824,Sara Sidhu,Kolkata,East
C1145,Drishya Bahl,Lucknow,North
C1470,Heer Cheema,Mumbai,West
C4032,Siya Ahuja,Hyderabad,South
C3858,Shaan Brahmbhatt,Ranchi,East
C4068,Stuvan Krish,Jaipur,North
C3627,Sahil Deshpande,Chennai,South
C4445,Vanya Sekhon,Lucknow,North
C3138,Prerak Sarkar,Surat,West
C4285,Trisha Dugar,Amritsar,North
C3336,Rati Karan,Patna,East
C3373,Renee Dhar,Surat,West
C2285,Krish Subramaniam,Delhi,North
C161,Adah D’Alia,Goa,West
