customer_id,lifetime_revenue,lifetime_profit,num_orders,first_order_date,last_order_date,customer_lifetime_days,customer_name,city,region
C1692,61502.0,8436.36,1,2025-03-27,2025-03-27,0,Indrans Lalla,Amritsar,North
C1693,239296.5,14656.39,1,2025-01-17,2025-01-17,0,Indrans Ram,Jaipur,North
C1694,52785.85,7000.08,1,2024-05-05,2024-05-05,0,Indrans Reddy,Lucknow,North
C1695,46443.6,2449.72,1,2023-11-04,2023-11-04,0,Indrans Rege,Chandigarh,North
C1696,238900.0,15423.74,1,2025-02-02,2025-02-02,0,Indrans Sarna,Patna,East
C1697,22723.0,3015.02,1,2025-04-17,2025-04-17,0,Indrans Seth,Ahmedabad,West
C1698,114059.3,8297.24,2,2025-03-24,2025-04-23,30,Indrans Sharma,Ahmedabad,West
C1699,108896.0,11664.45,1,2024-06-03,2024-06-03,0,Indrans Venkatesh,Patna,East
C17,86202.0,6240.3,1,2024-08-20,2024-08-20,0,Aaina Ramaswamy,Jaipur,North
C170,123331.2,7235.78,1,2024-07-11,2024-07-11,0,Adah Rajagopal,Goa,West
C1700,86488.0,10828.96,1,2024-01-28,2024-01-28,0,Indrans Wable,Patna,East
C1701,95801.8,11204.61,1,2024-01-26,2024-01-26,0,Ira Andra,Mumbai,West
C1702,76312.8,14690.23,1,2024-01-23,2024-01-23,0,Ira Babu,Coimbatore,South
C1703,129648.6,27366.93,1,2025-02-16,2025-02-16,0,Ira Bains,Chandigarh,North
C1704,321113.0,46952.81,1,2024-09-06,2024-09-06,0,Ira Batra,Surat,West
C1705,145096.0,17331.65,1,2025-04-11,2025-04-11,0,Ira Bera,Goa,West
C1706,9523.2,1643.52,1,2024-02-25,2024-02-25,0,Ira Borra,Thiruvananthapuram,South
C1707,108364.5,26182.01,1,2025-01-20,2025-01-20,0,Ira Chand,Ahmedabad,West
C1708,96476.4,16942.74,1,2025-05-18,2025-05-18,0,Ira Dash,Bangalore,South
C1709,3690.75,381.12,1,2024-10-09,2024-10-09,0,Ira Date,Coimbatore,South
C171,25660.8,2214.06,1,2025-09-15,2025-09-15,0,Adah Ratta,Lucknow,North
C1710,8465.45,1696.03,1,2023-11-22,2023-11-22,0,Ira Kulkarni,Surat,West
C1711,94932.0,23326.19,1,2024-01-14,2024-01-14,0,Ira Lad,Goa,West
C1712,86230.8,6887.12,1,2024-11-03,2024-11-03,0,Ira Loke,Amritsar,North
C1713,30881.0,7158.36,1,2024-04-04,2024-04-04,0,Ira Mane,Bangalore,South
C1714,64024.3,4799.5,1,2023-12-06,2023-12-06,0,Ira Rastogi,Amritsar,North
C1715,61893.0,6535.48,1,2025-09-15,2025-09-15,0,Ira Ratta,Pune,West
C1716,125687.85,22363.32,1,2024-01-04,2024-01-04,0,Ira Ray,Jaipur,North
C1717,4096.8,888.13,1,2024-11-04,2024-11-04,0,Ira Soni,Bhubaneswar,East
C1718,201533.0,11394.56,1,2025-08-07,2025-08-07,0,Ira Subramanian,Hyderabad,South
C1719,60493.5,11207.92,1,2025-06-20,2025-06-20,0,Ira Trivedi,Ahmedabad,West
C172,98862.0,7368.39,1,2023-12-11,2023-12-11,0,Adah Rau,Bhubaneswar,East
C1720,10401.6,2317.08,1,2024-06-17,2024-06-17,0,Ira Varkey,Jaipur,North
C1721,138345.0,18153.21,1,2024-10-25,2024-10-25,0,Ira Walia,Surat,West
C1722,26652.6,4348.45,1,2023-10-26,2023-10-26,0,Ishaan Banik,Bangalore,South
C1723,40115.75,4506.67,1,2025-03-11,2025-03-11,0,Ishaan Behl,Chennai,South
C1724,51055.2,10598.53,1,2025-08-29,2025-08-29,0,Ishaan Bhatnagar,Thiruvananthapuram,South
C1725,69645.6,12769.57,1,2025-01-23,2025-01-23,0,Ishaan Chopra,Bhubaneswar,East
C1726,36146.4,5293.31,1,2023-11-30,2023-11-30,0,Ishaan Dewan,Goa,West
C1727,122129.1,13140.77,1,2024-12-24,2024-12-24,0,Ishaan Dhaliwal,Coimbatore,South
C1728,72156.0,8623.32,1,2025-09-07,2025-09-07,0,Ishaan Dube,Hyderabad,South
C1729,33261.4,4190.2,1,2025-01-30,2025-01-30,0,Ishaan Golla,Ranchi,East
C173,64688.4,9686.98,1,2024-01-30,2024-01-30,0,Adah Shroff,Goa,West
C1730,94601.6,8634.7,1,2024-02-12,2024-02-12,0,Ishaan Gopal,Amritsar,North
C1731,372330.0,68748.62,1,2025-07-07,2025-07-07,0,Ishaan Kalla,Pune,West
C1732,316504.0,60652.87,1,2025-05-24,2025-05-24,0,Ishaan Kibe,Pune,West
C1733,238489.2,19509.0,1,2025-09-18,2025-09-18,0,Ishaan Krish,Goa,West
C1734,279183.6,37205.72,1,2024-07-20,2024-07-20,0,Ishaan Madan,Lucknow,North
C1735,290836.0,32501.93,1,2024-01-15,2024-01-15,0,Ishaan Manne,Chandigarh,North
C1736,10908.0,652.25,1,2024-12-15,2024-12-15,0,Ishaan Rege,Surat,West
C1737,21484.25,3028.34,1,2024-07-04,2024-07-04,0,Ishaan Sagar,Jaipur,North
C1738,35658.0,5755.32,1,2024-11-22,2024-11-22,0,Ishaan Singhal,Kolkata,East
C1739,64222.2,11768.21,1,2025-04-05,2025-04-05,0,Ishaan Tara,Amritsar,North
C174,62764.6,10948.43,1,2025-04-08,2025-04-08,0,Adah Sinha,Coimbatore,South
C1740,234707.0,30160.38,1,2024-07-03,2024-07-03,0,Ishaan Walia,Hyderabad,South
C1741,65704.15,4199.71,1,2024-10-02,2024-10-02,0,Ishita Arya,Chennai,South
C1742,234651.0,18949.32,1,2023-11-30,2023-11-30,0,Ishita Bajwa,Bangalore,South
C1743,192984.0,23985.65,1,2023-10-05,2023-10-05,0,Ishita Bala,Delhi,North
C1744,324670.25,54862.51,1,2025-09-24,2025-09-24,0,Ishita Basu,Mumbai,West
C1745,65932.0,10865.77,1,2025-06-17,2025-06-17,0,Ishita Chacko,Lucknow,North
C1746,242564.5,17022.51,1,2025-07-26,2025-07-26,0,Ishita Choudhary,Jaipur,North
C1747,32903.0,7497.82,1,2024-06-21,2024-06-21,0,Ishita Chowdhury,Chandigarh,North
C1748,176947.05,31047.35,1,2025-05-23,2025-05-23,0,Ishita Comar,Ahmedabad,West
C1749,9786.9,2213.15,1,2024-12-27,2024-12-27,0,Ishita De,Mumbai,West
C175,38595.2,2284.8,1,2024-12-01,2024-12-01,0,Adah Tandon,Patna,East
C1750,54250.0,4678.75,1,2025-01-30,2025-01-30,0,Ishita Divan,Hyderabad,South
C1751,205502.8,34719.98,1,2024-11-02,2024-11-02,0,Ishita Gour,Goa,West
C1752,48125.3,2447.25,1,2024-08-18,2024-08-18,0,Ishita Guha,Bhubaneswar,East
C1753,283527.0,47023.47,2,2024-06-16,2025-01-14,212,Ishita Kaur,Ahmedabad,West
C1754,149940.0,28107.56,1,2024-12-10,2024-12-10,0,Ishita Keer,Amritsar,North
C1755,23029.9,2474.98,1,2024-05-02,2024-05-02,0,Ishita Khosla,Bhubaneswar,East
C1756,70016.4,12402.74,1,2024-07-25,2024-07-25,0,Ishita Kuruvilla,Chandigarh,North
C1757,14400.7,2296.08,1,2024-09-12,2024-09-12,0,Ishita Lala,Thiruvananthapuram,South
C1758,92454.0,11781.54,1,2025-01-29,2025-01-29,0,Ishita Lall,Kolkata,East
C1759,151865.1,22798.74,1,2025-08-26,2025-08-26,0,Ishita Manda,Lucknow,North
C176,274590.0,67381.45,1,2025-09-06,2025-09-06,0,Adira Bains,Patna,East
C1760,58701.0,7699.42,1,2025-05-14,2025-05-14,0,Ishita Master,Delhi,North
C1761,86415.25,9457.65,1,2025-06-19,2025-06-19,0,Ishita Sarin,Jaipur,North
C1762,63353.9,14251.46,1,2025-03-12,2025-03-12,0,Ishita Sengupta,Patna,East
C1763,2230.4,407.92,1,2024-07-16,2024-07-16,0,Ishita Shroff,Bangalore,South
C1764,127513.6,15071.89,1,2024-03-23,2024-03-23,0,Ishita Subramaniam,Amritsar,North
C1765,124858.8,9130.74,1,2024-01-03,2024-01-03,0,Ishita Trivedi,Delhi,North
C1766,184654.0,25041.58,1,2024-03-31,2024-03-31,0,Ishita Vyas,Delhi,North
C1767,19470.1,2548.3,1,2024-11-08,2024-11-08,0,Ishita Wagle,Mumbai,West
C1768,22576.0,4206.17,1,2025-10-01,2025-10-01,0,Ishita Wali,Bangalore,South
C1769,112039.2,22202.54,1,2024-04-19,2024-04-19,0,Ivan Acharya,Lucknow,North
C177,249644.0,38502.6,1,2024-06-27,2024-06-27,0,Adira Bala,Jaipur,North
C1770,1508.0,139.35,1,2023-12-25,2023-12-25,0,Ivan Dutta,Pune,West
C1771,20116.25,3692.27,1,2023-12-13,2023-12-13,0,Ivan Kashyap,Pune,West
C1772,74399.0,17787.11,1,2024-12-15,2024-12-15,0,Ivan Krishnamurthy,Patna,East
C1773,121048.5,13122.19,1,2024-09-16,2024-09-16,0,Ivan Lata,Mumbai,West
C1774,63299.5,5113.83,1,2024-10-05,2024-10-05,0,Ivan Mane,Kolkata,East
C1775,160565.85,32719.18,1,2025-09-24,2025-09-24,0,Ivan Ramesh,Patna,East
C1776,241892.8,47368.7,1,2023-11-05,2023-11-05,0,Ivan Ray,Guwahati,East
C1777,1440.75,190.79,1,2023-11-06,2023-11-06,0,Ivan Sani,Ahmedabad,West
C1778,102394.8,10207.76,1,2024-03-24,2024-03-24,0,Ivan Sarna,Mumbai,West
C1779,70622.0,7828.6,1,2023-12-16,2023-12-16,0,Ivan Sharaf,Surat,West
C178,41674.0,10172.62,1,2024-10-09,2024-10-09,0,Adira Bansal,Chandigarh,North
C1780,76156.8,9593.12,1,2024-10-29,2024-10-29,0,Ivan Shenoy,Patna,East
C1781,292616.0,39500.59,1,2025-09-03,2025-09-03,0,Ivan Srinivas,Ranchi,East
C1782,24264.0,5938.85,1,2025-06-09,2025-06-09,0,Ivan Varkey,Guwahati,East
C1783,132170.0,18277.29,1,2024-09-11,2024-09-11,0,Ivan Varughese,Amritsar,North
C1784,135936.9,32641.68,1,2024-02-18,2024-02-18,0,Ivan Vig,Coimbatore,South
C1785,102004.0,22075.73,1,2025-08-09,2025-08-09,0,Ivana Bahri,Hyderabad,South
C1786,34803.25,3478.24,1,2025-02-25,2025-02-25,0,Ivana Bail,Kolkata,East
C1787,157124.0,24626.13,1,2024-11-30,2024-11-30,0,Ivana Baral,Bangalore,South
C1788,15713.0,3340.58,1,2025-07-17,2025-07-17,0,Ivana Bobal,Coimbatore,South
C1789,110235.6,18062.04,1,2023-12-26,2023-12-26,0,Ivana Bora,Pune,West
C179,177916.05,26218.15,1,2024-08-03,2024-08-03,0,Adira Bir,Surat,West
C1790,215733.4,51503.8,1,2025-06-06,2025-06-06,0,Ivana Butala,Kolkata,East
C1791,76363.0,18403.02,1,2025-06-06,2025-06-06,0,Ivana Goswami,Mumbai,West
C1792,10947.15,1290.34,1,2025-07-04,2025-07-04,0,Ivana Hayer,Chennai,South
C1793,166538.8,17272.57,1,2024-12-22,2024-12-22,0,Ivana Hegde,Surat,West
C1794,241162.25,41029.54,1,2024-11-12,2024-11-12,0,Ivana Kadakia,Kolkata,East
C1795,162763.2,34700.67,1,2023-10-25,2023-10-25,0,Ivana Mann,Chennai,South
C1796,333738.0,74227.75,1,2024-01-01,2024-01-01,0,Ivana Sagar,Ahmedabad,West
C1797,14347.8,1830.28,1,2024-07-08,2024-07-08,0,Ivana Sahota,Kolkata,East
C1798,158094.0,32036.26,1,2024-02-20,2024-02-20,0,Ivana Sandal,Surat,West
C1799,12463.0,2373.57,1,2023-12-25,2023-12-25,0,Ivana Sankaran,Ahmedabad,West
C18,101161.7,8121.41,1,2024-02-13,2024-02-13,0,Aaina Raval,Jaipur,North
C180,101031.0,15448.92,1,2025-01-07,2025-01-07,0,Adira Boase,Amritsar,North
C1800,68898.0,10901.64,1,2025-09-24,2025-09-24,0,Ivana Saraf,Ahmedabad,West
C1801,56089.8,9486.42,1,2024-09-10,2024-09-10,0,Ivana Sen,Hyderabad,South
C1802,65793.6,9508.9,1,2025-03-09,2025-03-09,0,Ivana Shere,Pune,West
C1803,66719.7,15381.82,1,2023-11-05,2023-11-05,0,Ivana Talwar,Ahmedabad,West
C1804,29727.0,3132.26,1,2024-09-15,2024-09-15,0,Ivana Thakkar,Bangalore,South
C1805,54449.3,5391.39,1,2024-02-14,2024-02-14,0,Ivana Tripathi,Delhi,North
C1806,255316.5,54733.9,1,2024-12-19,2024-12-19,0,Ivana Vasa,Amritsar,North
C1807,118064.0,12228.11,1,2024-07-22,2024-07-22,0,Jayan Bawa,Amritsar,North
C1808,80574.9,14638.79,1,2024-12-03,2024-12-03,0,Jayan Bhakta,Pune,West
C1809,213580.8,45762.29,1,2025-08-06,2025-08-06,0,Jayan Bhargava,Goa,West
C181,113566.8,14374.34,1,2024-03-15,2024-03-15,0,Adira Chacko,Ranchi,East
C1810,82995.3,14335.38,1,2024-11-21,2024-11-21,0,Jayan Bhatnagar,Chandigarh,North
C1811,21851.8,5341.2,1,2025-06-06,2025-06-06,0,Jayan Boase,Patna,East
C1812,101663.1,10123.36,1,2025-01-07,2025-01-07,0,Jayan Chahal,Hyderabad,South
C1813,10451.2,1097.78,1,2024-05-27,2024-05-27,0,Jayan Chakraborty,Mumbai,West
C1814,124013.7,17277.47,1,2023-11-24,2023-11-24,0,Jayan Chanda,Kolkata,East
C1815,44742.15,3936.49,1,2025-08-25,2025-08-25,0,Jayan Chatterjee,Pune,West
C1816,60736.8,11776.86,1,2025-03-30,2025-03-30,0,Jayan Dara,Jaipur,North
C1817,44076.6,5989.51,1,2024-02-22,2024-02-22,0,Jayan Dayal,Ranchi,East
C1818,13624.8,2127.12,1,2025-07-04,2025-07-04,0,Jayan Desai,Guwahati,East
C1819,65896.75,6173.95,1,2024-07-01,2024-07-01,0,Jayan Doshi,Pune,West
C182,56876.4,11137.0,1,2023-10-27,2023-10-27,0,Adira Chander,Guwahati,East
C1820,10270.8,1939.53,1,2024-03-09,2024-03-09,0,Jayan Gandhi,Hyderabad,South
C1821,284796.0,34565.09,1,2025-10-02,2025-10-02,0,Jayan Handa,Chandigarh,North
C1822,17300.05,1476.21,1,2025-01-11,2025-01-11,0,Jayan Hari,Pune,West
C1823,60660.0,14264.09,1,2025-09-04,2025-09-04,0,Jayan Jaggi,Kolkata,East
C1824,78759.75,15702.86,1,2025-04-02,2025-04-02,0,Jayan Kapoor,Ahmedabad,West
C1825,25949.25,1306.37,1,2023-12-05,2023-12-05,0,Jayan Lall,Coimbatore,South
C1826,15700.0,2238.45,1,2024-10-06,2024-10-06,0,Jayan Mane,Bangalore,South
C1827,2204.05,348.96,1,2025-02-13,2025-02-13,0,Jayan Mani,Jaipur,North
C1828,210344.25,22490.78,1,2025-08-26,2025-08-26,0,Jayan Roy,Ahmedabad,West
C1829,6845.7,375.3,1,2023-11-13,2023-11-13,0,Jayan Saran,Chandigarh,North
C183,17341.0,2656.37,1,2024-12-10,2024-12-10,0,Adira Choudhry,Jaipur,North
C1830,39461.0,6204.78,1,2024-07-10,2024-07-10,0,Jayan Shenoy,Chandigarh,North
C1831,89446.4,11672.93,1,2024-08-03,2024-08-03,0,Jayan Sidhu,Chennai,South
C1832,206766.0,21263.75,1,2023-11-02,2023-11-02,0,Jayan Thakkar,Amritsar,North
C1833,96369.0,11377.71,2,2023-11-24,2024-04-02,130,Jayan Toor,Kolkata,East
C1834,16219.0,2677.64,1,2025-03-19,2025-03-19,0,Jayan Vasa,Lucknow,North
C1835,244248.0,35178.03,1,2024-07-11,2024-07-11,0,Jayan Walla,Amritsar,North
C1836,34473.6,1899.24,1,2024-04-14,2024-04-14,0,Jayant Agate,Lucknow,North
C1837,35884.8,7383.66,1,2024-10-23,2024-10-23,0,Jayant Atwal,Amritsar,North
C1838,334107.0,27522.2,1,2024-04-07,2024-04-07,0,Jayant Bose,Patna,East
C1839,122894.0,24583.44,1,2024-11-05,2024-11-05,0,Jayant Chada,Ranchi,East
C184,62772.0,13881.9,1,2024-12-05,2024-12-05,0,Adira Contractor,Chandigarh,North
C1840,36931.2,2055.42,1,2025-04-10,2025-04-10,0,Jayant Dhar,Pune,West
C1841,147440.0,23444.45,1,2024-01-01,2024-01-01,0,Jayant Dugar,Lucknow,North
C1842,250709.75,43391.7,1,2024-07-19,2024-07-19,0,Jayant Gill,Ranchi,East
C1843,3717.6,657.81,1,2024-11-14,2024-11-14,0,Jayant Joshi,Delhi,North
C1844,66475.2,8946.95,1,2024-04-15,2024-04-15,0,Jayant Kala,Pune,West
C1845,170736.0,35802.53,1,2024-08-31,2024-08-31,0,Jayant Karnik,Lucknow,North
C1846,25795.8,2741.07,1,2024-04-21,2024-04-21,0,Jayant Khatri,Chandigarh,North
C1847,403114.6,48607.43,2,2024-09-27,2025-01-30,125,Jayant Khurana,Ahmedabad,West
C1848,140706.0,19746.09,1,2023-12-12,2023-12-12,0,Jayant Kota,Chandigarh,North
C1849,373915.0,43357.72,1,2025-05-24,2025-05-24,0,Jayant Kothari,Lucknow,North
C185,235353.6,32457.28,1,2024-11-28,2024-11-28,0,Adira Dar,Coimbatore,South
C1850,53622.0,5830.42,1,2024-04-23,2024-04-23,0,Jayant Mallick,Hyderabad,South
C1851,116680.0,10906.98,1,2025-03-08,2025-03-08,0,Jayant Sachar,Bangalore,South
C1852,26540.15,4014.05,1,2025-05-03,2025-05-03,0,Jayant Sahni,Kolkata,East
C1853,33626.0,4094.23,1,2025-02-25,2025-02-25,0,Jayant Sandal,Guwahati,East
C1854,127176.0,19499.8,1,2024-07-25,2024-07-25,0,Jayant Sane,Delhi,North
C1855,134099.2,22270.89,1,2025-04-07,2025-04-07,0,Jayant Sem,Bhubaneswar,East
C1856,212948.2,52225.34,1,2024-06-12,2024-06-12,0,Jayant Sood,Bangalore,South
C1857,54181.8,3855.06,1,2024-01-27,2024-01-27,0,Jayant Vala,Mumbai,West
C1858,47150.35,6828.73,1,2025-01-18,2025-01-18,0,Jayant Varkey,Bangalore,South
C1859,270172.4,55080.3,1,2025-06-28,2025-06-28,0,Jayant Varty,Hyderabad,South
C186,57242.25,14299.13,1,2024-03-24,2024-03-24,0,Adira Dayal,Surat,West
C1860,32588.1,7824.14,1,2024-08-28,2024-08-28,0,Jayant Yohannan,Coimbatore,South
C1861,218675.75,49812.84,1,2024-07-22,2024-07-22,0,Jayesh Bajaj,Kolkata,East
C1862,70653.6,16910.36,1,2023-12-27,2023-12-27,0,Jayesh Basak,Bhubaneswar,East
C1863,13361.6,2754.76,1,2025-09-25,2025-09-25,0,Jayesh Bath,Bangalore,South
C1864,26313.6,6364.28,1,2025-07-22,2025-07-22,0,Jayesh Batra,Lucknow,North
C1865,23579.1,4793.63,1,2024-06-18,2024-06-18,0,Jayesh Chander,Coimbatore,South
C1866,44583.0,3093.02,1,2025-03-03,2025-03-03,0,Jayesh Dayal,Bangalore,South
C1867,67368.6,4446.25,1,2024-06-07,2024-06-07,0,Jayesh Ganguly,Delhi,North
C1868,212187.0,12130.56,1,2023-11-12,2023-11-12,0,Jayesh Kalita,Pune,West
C1869,22318.35,5354.13,1,2025-07-11,2025-07-11,0,Jayesh Khalsa,Jaipur,North
C187,479389.0,64959.22,2,2025-01-09,2025-07-11,183,Adira Dhingra,Delhi,North
C1870,35422.0,7166.34,1,2024-12-04,2024-12-04,0,Jayesh Lall,Delhi,North
C1871,276267.6,35015.76,1,2025-01-08,2025-01-08,0,Jayesh Madan,Hyderabad,South
C1872,134391.0,28231.56,1,2025-01-28,2025-01-28,0,Jayesh Mann,Mumbai,West
C1873,311417.1,74542.27,2,2024-07-20,2024-07-30,10,Jayesh Ramachandran,Goa,West
C1874,178885.95,22797.58,2,2024-01-11,2024-03-10,59,Jayesh Ratti,Thiruvananthapuram,South
C1875,129746.0,22510.46,1,2024-05-25,2024-05-25,0,Jayesh Sachdeva,Hyderabad,South
C1876,177229.25,36719.2,1,2024-02-10,2024-02-10,0,Jayesh Thakkar,Mumbai,West
C1877,116525.0,28533.39,1,2023-12-14,2023-12-14,0,Jayesh Uppal,Guwahati,East
C1878,45096.0,4335.11,1,2025-05-23,2025-05-23,0,Jhanvi Aggarwal,Lucknow,North
C1879,61120.0,14004.56,1,2024-01-15,2024-01-15,0,Jhanvi Bal,Ahmedabad,West
C188,148762.4,22358.34,1,2024-01-18,2024-01-18,0,Adira Dubey,Bangalore,South
C1880,16248.0,3057.16,1,2023-12-11,2023-12-11,0,Jhanvi Balay,Bangalore,South
C1881,131278.6,21514.99,1,2025-07-10,2025-07-10,0,Jhanvi Boase,Hyderabad,South
C1882,83082.25,8025.43,1,2024-02-29,2024-02-29,0,Jhanvi Char,Mumbai,West
C1883,116459.1,19989.21,1,2024-06-15,2024-06-15,0,Jhanvi Chaudhuri,Chandigarh,North
C1884,20651.1,4118.7,1,2025-01-05,2025-01-05,0,Jhanvi Date,Coimbatore,South
C1885,113824.0,27974.76,1,2025-06-29,2025-06-29,0,Jhanvi Iyer,Jaipur,North
C1886,38836.95,5439.11,1,2025-04-26,2025-04-26,0,Jhanvi Madan,Coimbatore,South
C1887,161060.55,27410.79,1,2025-08-26,2025-08-26,0,Jhanvi Mander,Bangalore,South
C1888,68527.3,4229.23,1,2025-07-06,2025-07-06,0,Jhanvi Raval,Amritsar,North
C1889,146071.05,13243.68,1,2024-02-23,2024-02-23,0,Jhanvi Rout,Surat,West
C189,39852.0,2346.71,1,2024-03-10,2024-03-10,0,Adira Dutta,Bangalore,South
C1890,179074.8,22259.66,1,2024-06-16,2024-06-16,0,Jhanvi Sami,Chennai,South
C1891,15894.4,1844.37,1,2025-04-21,2025-04-21,0,Jhanvi Sandal,Thiruvananthapuram,South
C1892,102193.8,16800.89,1,2025-04-13,2025-04-13,0,Jhanvi Sem,Chandigarh,North
C1893,65235.8,4736.87,1,2025-08-26,2025-08-26,0,Jhanvi Sidhu,Pune,West
C1894,11869.3,1559.81,1,2023-11-03,2023-11-03,0,Jhanvi Sinha,Amritsar,North
C1895,154508.0,11516.25,1,2024-06-11,2024-06-11,0,Jhanvi Solanki,Ahmedabad,West
C1896,36481.15,3113.28,1,2024-12-28,2024-12-28,0,Jhanvi Subramaniam,Chennai,South
C1897,110167.2,24032.45,1,2024-01-19,2024-01-19,0,Jivika Agrawal,Pune,West
C1898,19193.0,1298.16,1,2024-09-05,2024-09-05,0,Jivika Andra,Coimbatore,South
C1899,64716.85,13194.27,1,2024-06-12,2024-06-12,0,Jivika Babu,Coimbatore,South
C19,49113.0,10380.7,1,2024-03-22,2024-03-22,0,Aaina Sagar,Chandigarh,North
C190,52237.65,3191.91,1,2024-08-15,2024-08-15,0,Adira Gokhale,Pune,West
C1900,140661.0,34962.57,1,2024-09-19,2024-09-19,0,Jivika Badami,Bhubaneswar,East
C1901,128504.7,7003.12,1,2025-05-10,2025-05-10,0,Jivika Baral,Guwahati,East
C1902,137878.0,30885.9,1,2025-02-03,2025-02-03,0,Jivika Dey,Jaipur,North
C1903,95664.0,15179.03,1,2024-01-02,2024-01-02,0,Jivika Dua,Pune,West
C1904,146680.0,24225.08,1,2025-01-30,2025-01-30,0,Jivika Guha,Goa,West
C1905,243852.25,39829.88,1,2025-08-27,2025-08-27,0,Jivika Lalla,Goa,West
C1906,389687.15,61268.44,2,2023-11-18,2023-12-14,26,Jivika Magar,Goa,West
C1907,193513.6,19016.84,1,2023-10-09,2023-10-09,0,Jivika Malhotra,Ranchi,East
C1908,253750.5,33269.7,1,2025-05-28,2025-05-28,0,Jivika Manne,Ahmedabad,West
C1909,191086.8,10795.44,1,2024-06-18,2024-06-18,0,Jivika Raja,Bangalore,South
C191,74564.0,14655.51,1,2025-06-04,2025-06-04,0,Adira Handa,Surat,West
C1910,48445.75,11983.85,1,2025-07-24,2025-07-24,0,Jivika Ratti,Bhubaneswar,East
C1911,16858.7,2506.08,1,2024-08-25,2024-08-25,0,Jivika Sani,Patna,East
C1912,11080.8,1350.43,1,2024-09-08,2024-09-08,0,Jivika Saxena,Coimbatore,South
C1913,51552.0,12761.9,1,2024-04-08,2024-04-08,0,Jivika Shukla,Surat,West
C1914,35925.6,8102.37,1,2025-05-26,2025-05-26,0,Jivika Tata,Ranchi,East
C1915,244895.2,52418.66,2,2024-11-20,2025-03-24,124,Jivika Vohra,Pune,West
C1916,49260.0,10532.59,1,2024-03-11,2024-03-11,0,Jivika Wali,Mumbai,West
C1917,27043.2,5996.3,1,2023-11-23,2023-11-23,0,Jivika Yadav,Kolkata,East
C1918,58144.0,13459.28,1,2025-01-19,2025-01-19,0,Jivin Baral,Amritsar,North
C1919,70336.0,15557.69,1,2024-02-26,2024-02-26,0,Jivin Ben,Pune,West
C192,21669.5,2977.36,1,2024-08-17,2024-08-17,0,Adira Issac,Ahmedabad,West
C1920,145272.0,14861.52,1,2023-10-30,2023-10-30,0,Jivin Bhandari,Surat,West
C1921,16402.7,1077.72,1,2025-08-26,2025-08-26,0,Jivin Bobal,Thiruvananthapuram,South
C1922,123892.6,7564.37,1,2025-05-24,2025-05-24,0,Jivin Bora,Lucknow,North
C1923,4664.0,307.33,1,2024-02-29,2024-02-29,0,Jivin Chakrabarti,Kolkata,East
C1924,104512.0,19138.84,1,2024-03-16,2024-03-16,0,Jivin Chanda,Kolkata,East
C1925,123559.2,13468.47,1,2025-09-13,2025-09-13,0,Jivin Chandran,Jaipur,North
C1926,43326.0,8066.39,1,2023-10-18,2023-10-18,0,Jivin Chauhan,Pune,West
C1927,295896.0,36664.27,1,2024-10-09,2024-10-09,0,Jivin Cheema,Bangalore,South
C1928,78713.4,5221.27,1,2023-12-07,2023-12-07,0,Jivin Choudhry,Lucknow,North
C1929,16642.8,878.41,1,2025-02-16,2025-02-16,0,Jivin Dara,Surat,West
C193,211773.85,28890.23,2,2024-06-03,2025-08-31,454,Adira Kale,Ranchi,East
C1930,264762.0,36604.12,1,2024-04-11,2024-04-11,0,Jivin Dutt,Thiruvananthapuram,South
C1931,41684.1,6431.43,1,2024-09-20,2024-09-20,0,Jivin Grover,Guwahati,East
C1932,105198.25,7812.18,1,2024-08-14,2024-08-14,0,Jivin Hans,Bhubaneswar,East
C1933,271068.25,23095.88,1,2025-07-04,2025-07-04,0,Jivin Iyengar,Ranchi,East
C1934,259436.0,19911.6,1,2023-11-12,2023-11-12,0,Jivin Jani,Chandigarh,North
C1935,50035.0,11418.45,1,2024-08-02,2024-08-02,0,Jivin Kaul,Thiruvananthapuram,South
C1936,1238.4,283.82,1,2024-08-31,2024-08-31,0,Jivin Lal,Lucknow,North
C1937,48597.0,3777.14,1,2025-03-12,2025-03-12,0,Jivin Manne,Bangalore,South
C1938,90766.8,19057.28,1,2024-09-10,2024-09-10,0,Jivin Sangha,Ranchi,East
C1939,61592.7,7626.36,1,2024-06-17,2024-06-17,0,Jivin Sani,Hyderabad,South
C194,252937.5,61936.61,1,2025-05-01,2025-05-01,0,Adira Khanna,Bangalore,South
C1940,221427.2,50605.42,2,2024-09-24,2024-10-30,36,Jivin Sarkar,Thiruvananthapuram,South
C1941,95293.8,12177.03,1,2024-05-23,2024-05-23,0,Jivin Shah,Chandigarh,North
C1942,89915.55,10235.32,1,2025-09-15,2025-09-15,0,Jivin Sheth,Chandigarh,North
C1943,161265.4,9602.02,1,2025-04-22,2025-04-22,0,Jivin Shukla,Jaipur,North
C1944,27890.0,1860.7,1,2024-08-26,2024-08-26,0,Jivin Sood,Amritsar,North
C1945,92311.5,9970.12,1,2025-06-07,2025-06-07,0,Jivin Sridhar,Goa,West
C1946,5259.2,580.75,1,2023-10-15,2023-10-15,0,Jivin Sunder,Ahmedabad,West
C1947,341534.5,17532.09,1,2024-08-31,2024-08-31,0,Jivin Varughese,Chennai,South
C1948,114974.4,7335.38,1,2024-06-29,2024-06-29,0,Jiya Agarwal,Bangalore,South
